week pulocationid count rank
9	237	21882	1
9	236	21805	2
9	161	13457	3
9	239	13019	4
9	141	12941	5
10	237	22465	1
10	236	22341	2
10	161	13764	3
10	239	13658	4
10	141	13322	5
11	237	23699	1
11	236	23601	2
11	161	15147	3
11	141	13996	4
11	186	13946	5
12	237	21089	1
12	236	19109	2
12	186	14084	3
12	161	13829	4
12	142	13669	5
13	237	10234	1
13	236	9034	2
13	161	7073	3
13	186	6502	4
13	170	6198	5
